"Minutes_Played","Goals","Total_Passes_Completed_Perc","Assists","Tackles_Interceptions","Clearances","Errors","Recoveries","Player_Positions","Age","Value_EUR","Wage_EUR","Height_cm","Nationality","Preferred_Foot","Release_Clause_EUR","Continent","Club_Ranking","League_Ranking","Contract_Years_Remained"
1395,0.13,90.1,0.06,4.26,1.48,0,10.9,3,24,30500000,28000,191,14,1,58000000,1,113,4,1
1722,0.52,76.3,0.21,0.79,0.37,0,3.72,4,30,35500000,77000,189,15,1,60400000,2,25,3,2
2345,0.04,82.5,0.19,1.99,0.65,0,6.25,2,29,15500000,51000,182,5,1,26400000,1,25,3,4
565,0,76.7,0,3.81,2.7,0.48,8.25,2,23,6e+06,28000,177,12,1,10700000,1,285,4,3
725,0,68.6,0,3.95,3.21,0,9.14,2,27,7e+06,25000,187,16,1,11900000,1,49,4,1
483,0.19,83.8,0,4.44,0.93,0,11.7,3,24,38500000,110000,184,12,1,74100000,1,24,1,4
1893,0.05,87,0.1,3.67,3.05,0,8.48,2,29,22500000,83000,184,2,1,37100000,2,16,3,3
1893,0.05,87,0.1,3.67,3.05,0,8.48,2,29,4900000,22000,170,2,0,8800000,2,152,4,3
1893,0.05,87,0.1,3.67,3.05,0,8.48,2,37,550000,16000,185,2,1,990000,2,817,35,2
1893,0.05,87,0.1,3.67,3.05,0,8.48,4,22,3600000,9000,174,2,1,5800000,2,955,7,1
1893,0.05,87,0.1,3.67,3.05,0,8.48,3,31,850000,500,173,1,1,1900000,1,217,31,2
2870,0,90.7,0,3.39,3.26,0.03,9.09,2,37,1300000,20000,189,2,0,2500000,2,1359,5,1
2560,0,69.4,0,0,0,0,3.87,1,24,1.5e+07,14000,192,5,1,26600000,1,170,3,5
217,0,80,0,6.67,4.17,0,9.58,2,27,17500000,1e+05,186,57,1,33700000,4,24,1,1
1701,0.16,70.8,0.16,2.22,0.37,0,6.77,3,25,2.1e+07,32000,172,72,1,45700000,1,233,2,1
900,0,52.8,0,0,0,0.2,4.9,1,32,2800000,28000,194,69,0,4800000,1,130,3,3
699,0,81.1,0.13,4.36,2.18,0,11.2,3,22,3100000,16000,189,43,0,5600000,1,153,8,4
1899,0.19,79.6,0.28,3.32,0.28,0,8.15,3,24,26500000,61000,172,6,1,52300000,2,73,1,5
403,0,70.4,0.22,2,4.44,0,7.33,2,26,4e+06,20000,186,13,1,8700000,2,112,2,3
1191,0.15,90.1,0.08,5.15,1.21,0,8.18,3,18,29500000,44000,182,3,0,66400000,1,4,2,6
1690,0.27,85.2,0.05,4.95,2.07,0.05,11.9,3,27,3.5e+07,72000,186,16,1,62100000,1,21,4,3
766,0.24,80,0.12,1.53,0.82,0,4,4,34,2.6e+07,190000,185,13,1,48100000,2,24,1,1
408,0,83.2,0,2.44,2.44,0,9.56,2,23,3900000,8000,183,14,1,6600000,1,143,20,1
2581,0.35,68.1,0.21,2.47,0.49,0,5.75,4,23,6500000,41000,175,34,1,12800000,4,319,1,5
3071,0,88.5,0,2.11,4.93,0,7.04,2,27,17500000,81000,190,4,1,34600000,1,23,1,3
474,0,69.3,0.19,4.91,2.26,0,7.92,2,29,3700000,23000,183,16,1,6300000,1,49,4,2
1890,0,84.8,0,3.52,2.05,0,7.71,2,22,1500000,5000,185,3,0,3300000,1,475,5,2
1620,0.17,86.8,0.22,1.94,0.83,0,4.83,3,21,7e+06,31000,184,72,1,13300000,1,10,3,4
605,0.15,76.7,0.15,2.69,0.15,0,8.06,3,23,16500000,45000,178,4,1,34700000,1,72,1,4
1706,0.32,82.4,0.11,1.37,0.26,0.05,5.37,3,29,25500000,87000,177,17,1,43400000,1,15,4,4
2039,0,93,0,3.52,2.03,0.04,7,2,20,21500000,71000,182,7,1,48400000,1,6,2,5
2039,0,93,0,3.52,2.03,0.04,7,2,31,1400000,10000,176,9,1,2400000,3,1078,9,5
2039,0,93,0,3.52,2.03,0.04,7,3,31,4e+05,500,181,7,1,540000,1,2188,67,1
2039,0,93,0,3.52,2.03,0.04,7,4,20,8e+05,500,165,40,1,1900000,2,480,67,0
934,0,72.6,0,4.42,3.65,0,10.5,2,27,1900000,18000,193,5,1,3400000,1,54,3,1
1197,0,70.8,0,0,0,0,4.74,1,20,4400000,11000,190,4,1,9700000,1,379,5,4
438,0.2,75,0.41,2.24,0.2,0,4.29,4,20,2500000,9000,185,3,1,6300000,1,1359,5,5
3035,0.18,82.3,0,2.55,1.07,0.03,6.05,4,27,1100000,7000,181,52,1,2000000,4,22,3,2
1911,1.04,71.7,0.38,0.28,1.37,0,3.25,4,20,137500000,110000,194,43,0,244100000,1,21,4,3
717,0,89.1,0.13,2,0.13,0,3.75,4,30,5.2e+07,240000,175,1,1,106600000,1,4,2,3
2027,0.04,87.1,0,3.2,1.51,0,7.78,2,27,1.1e+07,48000,182,69,1,19500000,1,36,3,4
90,0,90.3,0,0,0,0,5,1,38,350000,9000,185,24,1,700000,5,86,5,2
799,0,85.3,0,3.93,2.25,0,11.7,3,23,2900000,5000,181,65,0,4800000,4,569,10,2
2477,0.07,87.5,0,2.58,2.95,0.07,6.65,2,23,2e+07,50000,183,4,1,42000000,1,73,1,5
1634,0,73,0.05,4.78,2.91,0,7.8,2,26,3300000,28000,184,17,1,6500000,1,96,1,2
2002,0.05,82.7,0,5.45,2.66,0,7.52,2,24,3e+06,14000,181,3,1,6200000,1,1365,5,2
2194,0.04,78.8,0.12,4.63,0.78,0,7.87,3,21,4200000,9000,170,3,1,9200000,1,382,5,3
3240,0,72.2,0,0.03,0.03,0.03,4.56,1,28,33500000,81000,195,6,1,66200000,2,73,1,3
3240,0,72.2,0,0.03,0.03,0.03,4.56,3,27,3200000,1000,169,6,1,7000000,2,131,64,2
3240,0,72.2,0,0.03,0.03,0.03,4.56,2,23,3300000,7000,183,13,0,5600000,2,101,67,2
3240,0,72.2,0,0.03,0.03,0.03,4.56,3,22,9e+05,1000,180,7,0,1600000,1,1522,67,1
790,0,88.7,0,3.64,0.91,0,8.52,3,19,3200000,12000,174,1,1,6700000,1,2285,5,3
996,0.18,75.4,0.36,3.69,1.8,0,9.37,3,23,9e+06,42000,184,87,1,18900000,4,179,1,4
835,0.54,80.3,0.11,1.94,0.75,0,4.62,4,22,8500000,56000,175,4,1,17900000,1,13,1,1
1097,0.16,86.3,0.16,6.8,0.9,0.08,12.5,3,22,1.7e+07,41000,177,6,1,32300000,2,27,4,4
730,0,70.3,0.12,6.3,3.33,0.12,9.26,2,32,2900000,27000,183,12,0,5500000,1,159,1,1
2694,0.03,75.9,0.03,3.98,5.85,0.03,11.7,2,28,4e+06,37000,194,50,0,8300000,3,142,1,1
667,0.14,73.5,0,1.62,0.81,0,4.46,4,24,6500000,41000,180,6,1,11700000,2,232,8,3
341,0,88.6,0.26,3.16,1.32,0.26,9.21,3,27,6e+06,40000,187,20,1,10700000,2,64,3,2
1759,0.41,77.1,0.15,3.33,0.82,0,6.67,4,28,1400000,10000,181,115,0,2800000,1,539,5,2
2552,0.04,83.7,0,3.2,4.89,0.14,8.13,2,28,2900000,16000,192,20,1,6300000,2,157,2,2
1700,0,84.9,0,2.22,4.97,0,6.46,2,30,1100000,9000,187,67,1,2400000,1,206,2,2
784,0.34,68.5,0.46,1.49,0.46,0,5.06,4,26,2500000,31000,190,83,1,4400000,5,28,3,5
1820,0.2,84.8,0.05,5.05,2.18,0.05,12.3,3,26,11500000,26000,185,28,1,21600000,4,88,4,2
1921,0.47,85.2,0.09,1.88,0.61,0,6.76,3,20,16500000,49000,182,4,1,34700000,1,13,1,2
1814,0.05,88.5,0,4.41,3.71,0.05,9.8,2,22,48500000,49000,194,62,1,92200000,4,27,4,5
274,0,73.3,0,2,0,0,7.33,3,26,2600000,19000,175,16,1,4700000,1,175,4,1
116,0,67.4,0,1.54,0.77,0,4.62,4,29,1900000,14000,184,5,0,3200000,1,170,3,4
102,0,58.3,0,2.73,0.91,0,5.45,4,20,1100000,7000,186,5,1,2200000,1,549,3,2
594,0,83.6,0.15,2.88,0.91,0,9.09,3,20,4100000,14000,175,5,1,7800000,1,198,3,3
481,0.38,77,0.19,3.58,0.75,0,7.17,3,22,4200000,9000,174,115,0,7100000,1,143,20,2
1870,0.29,56.3,0.05,1.92,0.67,0,5.48,4,27,20500000,36000,172,6,0,44600000,2,258,2,2
2798,0.51,63.8,0.03,1.32,1.03,0,3.34,4,24,9e+06,24000,187,39,1,20700000,1,112,2,4
3330,0,89.6,0,0,0,0.03,3.27,1,27,9.4e+07,2e+05,188,2,0,181000000,2,3,1,5
2286,0.04,81.7,0.04,4.76,3.11,0,8.31,2,22,2.5e+07,70000,181,2,1,49400000,2,23,1,5
2536,0.14,90.3,0,2.66,4.08,0.04,10.7,2,33,17500000,75000,192,5,0,29800000,1,36,3,2
2888,0.19,77.8,0.25,3.71,0.5,0.03,5.95,3,28,1.4e+07,58000,175,2,1,23800000,2,36,3,4
446,0,84.6,0,4.6,0.8,0,10.2,2,24,3100000,20000,182,21,0,5500000,4,11,3,4
1955,0.09,75.7,0.14,3.5,1.47,0,8.2,3,26,1800000,20000,180,5,0,3400000,1,1811,3,1
177,0,68,0,0,0,0,2.5,1,29,2100000,20000,188,5,1,3600000,1,198,3,1
2597,0.03,90.8,0,4.5,1.07,0.03,11.5,3,22,11500000,19000,165,7,1,26500000,1,62,2,2
2597,0.03,90.8,0,4.5,1.07,0.03,11.5,3,23,3e+06,19000,163,9,1,5700000,3,855,9,3
1475,0.06,76.8,0.18,1.65,0.49,0.06,6.52,3,27,18500000,77000,185,5,0,30500000,1,16,3,1
1526,0.24,66.4,0.12,2.18,0.12,0,6.82,3,28,7500000,20000,179,30,1,15000000,4,2194,5,1
360,0,90.6,0,0,0,0,5.25,1,26,1200000,8000,190,16,0,2300000,1,175,4,3
284,0.31,68.4,0.63,0.94,0.94,0,4.69,4,32,11500000,22000,183,55,0,20700000,2,259,3,5
284,0.31,68.4,0.63,0.94,0.94,0,4.69,3,33,240000,500,175,55,1,516000,2,2297,64,0
2358,0.04,80.9,0,3.93,3.93,0,10.2,2,29,3900000,22000,187,5,1,6900000,1,79,3,2
1586,0.23,80.4,0.06,5.23,2.78,0,7.27,2,25,1.3e+07,18000,182,3,1,27000000,1,2194,5,3
1801,0.2,75.5,0.15,5.5,0.8,0,8.9,3,27,6e+06,22000,165,6,0,12600000,2,62,2,3
830,0.22,88.3,0.11,4.78,1.2,0,8.7,3,30,2e+07,39000,176,3,1,42000000,1,18,2,3
180,0,78.8,0,0,0,0,3.5,1,23,3100000,8000,187,16,1,6200000,1,88,4,2
1293,0,89.5,0,4.93,2.85,0,9.65,2,20,6e+06,16000,188,23,1,12600000,1,1359,5,4
662,0,85.4,0,5.14,1.22,0,11.2,3,31,3900000,58000,174,4,0,7400000,1,695,1,1
703,0.13,63.1,0.13,2.82,2.44,0,7.56,3,24,3500000,12000,182,5,1,6200000,1,170,3,3
1367,0.33,67,0,1.64,0.53,0,5.07,4,27,6e+06,45000,171,5,1,10800000,1,1811,3,1
1255,0,80.8,0,3.88,1.65,0,10.3,3,31,7e+05,11000,186,5,0,1300000,1,549,3,2
1430,0.13,82.2,0.19,3.08,0.82,0,8.49,2,23,10500000,58000,175,5,0,18600000,1,2247,3,2
154,0,71.3,0,10,2.35,0,8.24,2,20,1800000,5000,172,60,1,4000000,4,1639,5,2
1434,0.06,82.9,0,3.84,4.97,0,9.5,2,34,1800000,39000,195,6,1,3100000,2,28,3,1
523,0,85.5,0,2.41,3.97,0,5.86,2,32,3600000,33000,190,6,1,6800000,2,96,1,2
1710,0,58.2,0,0.05,0.21,0.05,4.16,1,33,1800000,34000,201,4,1,3400000,1,115,1,1
422,0.21,71.4,0,1.28,0.64,0,3.83,4,28,1900000,15000,187,5,0,3400000,1,513,3,2
332,0,83.3,0,1.08,2.7,0,7.3,2,30,9e+06,51000,184,30,0,15300000,4,10,3,1
1496,0,89.8,0,4.88,2.83,0.12,10.4,3,25,18500000,35000,187,23,1,32800000,1,70,4,1
2899,0.34,68.7,0.12,2.89,0.59,0,5.75,3,24,7500000,16000,180,3,1,15600000,1,2396,5,4
350,0,61.4,0,1.28,1.79,0,3.59,4,21,1300000,5000,195,49,1,2900000,1,1639,5,3
418,0,54.9,0.22,2.17,1.52,0,6.96,3,23,2800000,14000,183,56,1,5300000,1,141,4,2
418,0,54.9,0.22,2.17,1.52,0,6.96,3,28,825000,2000,185,43,1,1100000,1,561,37,2
2320,0.16,60.5,0.16,3.37,0.97,0,7.44,3,28,5500000,27000,176,23,1,9900000,1,88,4,1
2308,0.23,87.4,0,3.91,1.02,0,9.61,3,24,49500000,51000,183,57,1,87900000,4,11,3,1
1420,0.19,53.5,0.06,0.76,1.77,0.06,4.49,4,33,1900000,22000,194,16,1,3400000,1,195,4,1
1129,0.08,68.4,0.16,0.8,1.12,0,5.44,4,22,7e+06,19000,186,16,1,14000000,1,195,4,4
1260,0,74.6,0,4.71,2.29,0,12.7,3,23,2300000,11000,191,16,1,4600000,1,195,4,1
2699,0,79.9,0,3.3,5.7,0.03,10.6,2,30,8500000,23000,189,3,1,18700000,1,282,2,3
1117,0,88.6,0.08,4.68,2.1,0.08,11.6,3,34,1e+06,15000,175,3,1,2000000,1,382,5,1
271,0,89.3,0,3.33,1.33,0,14.7,3,36,1100000,19000,181,5,1,1900000,1,54,3,1
2593,0.03,90.1,0,4.9,2.64,0.03,9.31,2,22,8e+06,21000,184,6,0,16600000,2,121,5,3
1734,0.1,91.6,0.05,3.06,1.04,0,7.1,2,26,43500000,170000,180,3,0,92400000,1,4,2,4
1734,0.1,91.6,0.05,3.06,1.04,0,7.1,2,20,425000,750,191,21,1,850000,4,538,33,4
2630,0.21,80.9,0.07,2.36,0.55,0,6.16,3,29,1.4e+07,30000,170,3,1,28000000,1,188,5,2
266,0,67.8,0,3.67,1.33,0,13,3,31,3e+06,15000,173,7,0,6300000,1,135,2,1
2700,0,83.8,0,0,0,0.07,5.1,1,23,1.3e+07,18000,190,16,0,24400000,1,175,4,4
2121,0.17,79.2,0.17,4.36,0.89,0.08,8.56,3,24,4.6e+07,36000,185,16,1,81700000,1,113,4,3
1165,0.39,72,0.23,0.93,0.54,0,4.5,4,30,5500000,25000,187,16,1,9900000,1,141,4,1
2429,0.04,84.8,0,2.7,4.44,0.04,9.07,2,32,1200000,11000,183,3,1,2400000,1,539,5,2
1045,0,79.6,0,3.88,1.12,0,8.19,3,23,8e+06,33000,183,34,1,17600000,4,142,1,5
3053,0,62.8,0,0,0.03,0,4.22,3,33,2800000,13000,180,8,1,5900000,1,752,6,2
1477,0,75.6,0.06,5.73,1.65,0,10.1,2,20,825000,5000,178,5,0,2000000,1,1811,3,2
472,0.19,82.8,0,2.88,2.31,0,7.69,3,23,2400000,22000,170,16,1,4300000,1,21,4,2
1664,0.22,68.2,0.11,0.86,0.65,0,4.7,4,38,4800000,19000,180,5,1,8200000,1,170,3,1
1421,0,77.7,0.13,1.9,0.19,0,7.15,4,38,6e+06,41000,170,3,1,10800000,1,549,3,1
1464,0.06,76.1,0,3.74,4.6,0.12,10.4,2,26,2300000,15000,185,6,1,5200000,2,1220,2,3
1464,0.06,76.1,0,3.74,4.6,0.12,10.4,3,20,1100000,2000,175,6,1,1800000,2,2353,67,3
630,0,64.3,0,0,0,0,3.43,1,28,3e+06,20000,190,11,1,5400000,1,74,4,4
667,0,85.8,0,5.14,2.16,0,8.65,2,26,3700000,9000,179,60,1,8000000,4,361,6,3
2158,0.08,71.2,0.08,3.96,5.04,0.08,8.67,2,29,7e+06,36000,188,14,1,13800000,1,96,1,1
427,0,84.6,0,4.26,8.51,0,7.02,2,24,3400000,27000,190,20,1,7100000,2,319,1,2
572,0,70.5,0,1.56,0.31,0,5.16,3,35,1700000,7000,173,2,0,2600000,2,1528,25,1
572,0,70.5,0,1.56,0.31,0,5.16,4,18,3700000,16000,185,8,1,9300000,1,58,1,4
2480,0.22,76,0.14,2.46,1.16,0,6.09,4,30,4100000,27000,187,3,1,8200000,1,121,5,2
2125,0.21,87.2,0.13,2.33,0.42,0,7.75,3,28,7500000,43000,175,3,1,14300000,1,2500,5,2
2632,0.14,82.6,0.07,3.87,1.47,0,10.2,3,29,2600000,15000,184,3,1,5200000,1,2565,5,3
2718,0,88.7,0,4.93,3.34,0,8.01,2,23,2.5e+07,35000,185,4,1,47500000,1,11,3,4
1412,0.25,84.3,0.25,1.08,0.38,0,4.01,4,21,68500000,120000,184,7,1,140400000,1,3,1,4
1412,0.25,84.3,0.25,1.08,0.38,0,4.01,4,21,5500000,750,171,13,0,12900000,2,273,67,2
1412,0.25,84.3,0.25,1.08,0.38,0,4.01,2,24,2200000,7000,187,55,1,4200000,2,258,9,2
1412,0.25,84.3,0.25,1.08,0.38,0,4.01,2,22,7e+05,2000,179,6,1,1200000,2,273,67,4
1412,0.25,84.3,0.25,1.08,0.38,0,4.01,4,22,5e+05,3000,180,6,1,850000,2,246,67,2
1412,0.25,84.3,0.25,1.08,0.38,0,4.01,3,24,170000,500,174,6,1,242000,2,375,67,4
1833,0,87.6,0.05,3.63,0.78,0,7.6,3,22,5.8e+07,160000,182,13,1,130500000,2,4,2,6
596,0,84.2,0,2.73,3.64,0,3.94,2,28,1300000,18000,183,69,1,2300000,1,549,3,2
328,0,76.4,0,4.72,4.72,0,10.6,2,20,825000,3000,186,11,0,1700000,1,141,4,4
328,0,76.4,0,4.72,4.72,0,10.6,3,21,450000,650,185,11,1,653000,1,1340,37,3
1851,0.34,74.8,0.49,2.77,0.1,0,6.7,3,18,29500000,18000,176,16,1,56100000,1,27,4,5
360,0,60.2,0,0,0,0,3.75,1,24,7e+06,20000,190,4,1,14700000,1,96,1,2
2476,0.11,89.9,0.11,2.4,0.69,0,8.11,3,24,119500000,210000,180,12,1,253900000,1,6,2,5
2314,0.19,88.1,0.04,4.4,1.17,0,12.1,3,27,73500000,165000,188,2,1,141500000,2,431,1,5
1803,0,77.6,0.1,3.65,4,0,8.25,2,27,6e+06,25000,186,7,1,13700000,1,167,2,3
1504,0.12,83.1,0.06,3.23,4.55,0.06,12.3,2,32,27500000,74000,190,2,1,56400000,2,9,2,1
1504,0.12,83.1,0.06,3.23,4.55,0.06,12.3,3,30,1e+06,3000,170,2,1,1500000,2,1162,12,0
964,0.19,90.6,0.09,3.46,2.15,0.09,10.2,3,36,7e+06,1e+05,179,2,1,13000000,2,3,1,1
964,0.19,90.6,0.09,3.46,2.15,0.09,10.2,4,23,1100000,3000,175,2,1,2000000,2,1794,9,4
1850,0.05,89.8,0.05,3.45,2.23,0,10.3,3,33,2.1e+07,43000,183,2,1,44100000,2,22,2,1
1850,0.05,89.8,0.05,3.45,2.23,0,10.3,1,31,1600000,8000,185,7,1,2600000,1,674,67,1
1850,0.05,89.8,0.05,3.45,2.23,0,10.3,4,22,3600000,550,176,2,1,8300000,2,42,15,3
2261,0.2,74.2,0.24,2.23,0.88,0,6.14,3,31,3500000,18000,180,7,0,7400000,1,157,2,1
1258,0,71.7,0.07,3.14,1.64,0.07,9.36,3,30,13500000,29000,187,2,1,27000000,2,1365,5,3
2028,0.18,85.1,0.18,5.11,1.33,0,11.2,3,28,22500000,120000,169,2,0,41600000,2,24,1,2
1667,0,73.9,0.11,5.73,2,0.05,9.35,2,30,2e+06,17000,172,2,1,4000000,2,132,5,1
1667,0,73.9,0.11,5.73,2,0.05,9.35,4,24,2900000,6000,193,2,1,4400000,2,592,12,2
1466,0.06,68.8,0,5.28,4.6,0,12.9,2,22,475000,4000,190,5,1,903000,1,298,3,4
280,0.32,75,0,1.94,0.32,0,3.23,3,31,2.5e+07,170000,185,19,0,51300000,1,4,2,1
2292,0.04,74.8,0.08,5.84,2.67,0.04,8.51,2,21,2600000,5000,187,3,1,5700000,1,2565,5,5
2266,0.16,83.3,0.16,2.42,0.36,0.04,7.34,3,31,11500000,52000,181,5,1,19600000,1,64,3,1
1168,0.15,70.2,0,1.15,1.92,0,4.92,4,30,1800000,14000,191,6,1,3800000,2,157,2,1
1391,0.06,74.4,0.06,3.55,0.26,0,6.58,3,24,1.5e+07,43000,179,5,1,26600000,1,64,3,3
1354,0,84.5,0,2.53,4.93,0,8.8,2,36,1.2e+07,88000,187,5,0,19800000,1,16,3,2
1362,0.13,85.5,0.13,1.72,0.66,0,4.24,3,30,1e+07,33000,179,3,0,17000000,1,54,3,3
2869,0.03,88,0.13,3.61,1.13,0,7.24,2,27,20500000,63000,183,5,1,34900000,1,10,3,5
1530,0,91.2,0,0,0,0.18,3.82,1,22,119500000,110000,196,5,1,230000000,1,12,5,5
1300,0.35,69,0,4.38,1.88,0,10.7,3,28,1e+07,50000,182,6,1,17800000,2,36,3,3
2790,0,70.2,0,0,0.03,0,5.19,1,28,2600000,12000,186,3,1,5400000,1,2565,5,3
365,0.24,74.5,0,4.63,2.93,0.24,8.54,2,26,2300000,750,173,13,1,5100000,2,273,67,0
365,0.24,74.5,0,4.63,2.93,0.24,8.54,4,20,2200000,4000,186,6,0,3700000,2,269,67,2
1344,0.07,73.3,0,5.1,0.87,0,8.12,2,22,6500000,21000,181,17,0,13700000,1,2182,5,5
2606,0.38,65.8,0.21,1.79,0,0,5.38,3,24,3.9e+07,39000,179,8,1,84800000,1,67,2,3
2897,0.03,84.7,0,3.73,6.09,0.03,7.83,2,29,4700000,31000,187,49,1,9400000,1,682,1,4
1755,0.1,73.5,0.31,3.33,1.28,0,9.38,3,30,4100000,26000,179,24,1,7400000,5,74,4,5
1840,0.25,67.7,0.2,1.72,0.2,0,5.1,3,26,2800000,18000,185,128,0,5300000,5,152,4,2
1877,0.38,84.2,0.38,2.01,0.33,0,6.12,4,24,52500000,150000,175,2,1,101100000,2,3,1,2
142,0,78.9,0,1.25,3.75,0,8.75,2,26,1200000,9000,189,16,1,2300000,1,596,4,2
1673,0.16,72.7,0.11,2.47,0.27,0,5.65,3,30,13500000,32000,173,65,0,27000000,4,121,5,2
2565,0,81.7,0,0,0.14,0.04,5.4,1,23,21500000,36000,195,14,1,38200000,1,21,4,5
2418,0.04,75.9,0.11,3.68,1.64,0,8.25,2,25,7e+06,21000,176,57,0,14500000,4,1639,5,1
1882,0.05,87.3,0.1,6.22,1.48,0,12.2,3,28,17500000,58000,188,123,0,35900000,4,9,2,3
396,0,75.3,0.23,0.45,0,0,2.05,4,25,2100000,11000,188,3,1,3200000,1,693,20,1
1975,0,82.7,0.23,2.79,2.19,0.05,7.21,2,25,1900000,13000,182,48,0,3400000,1,54,3,3
2729,0.4,66,0.26,1.29,0.63,0,4.13,4,27,24500000,59000,181,3,0,48400000,1,2500,5,4
994,0.09,81.3,0.09,2.27,0.27,0,7.45,3,25,35500000,95000,177,6,0,70100000,2,23,1,4
2819,0.06,75.6,0.1,3.55,1.02,0,9.14,3,23,2700000,10000,184,5,1,5100000,1,22,3,2
530,0,79.4,0,5.25,7.8,0,7.8,2,25,7500000,22000,191,5,1,13300000,1,79,3,3
1620,0,58.2,0,0,0,0,4.33,1,20,10500000,14000,199,91,0,24200000,1,67,2,1
2878,0,85.7,0,3.41,2.88,0,6.13,2,25,26500000,52000,190,5,1,47000000,1,28,3,3
1832,0,90.1,0,3.82,4.17,0,9.12,2,27,1.1e+07,43000,193,20,1,21700000,2,2285,5,3
1905,0.19,76.6,0.14,3.44,0.28,0,7.31,3,26,16500000,50000,173,8,1,32600000,1,2285,5,3
1905,0.19,76.6,0.14,3.44,0.28,0,7.31,3,27,190000,500,180,105,1,271000,5,2082,67,3
2823,0,89.6,0.03,3.06,4.08,0,9.27,3,33,2100000,25000,171,20,1,3600000,2,198,3,1
1208,0,81.5,0.15,4.93,1.34,0,8.96,2,20,5e+05,500,183,52,1,725000,4,968,32,2
1066,0.08,77.7,0.17,2.37,1.36,0,8.73,2,24,2.1e+07,23000,175,6,1,48300000,2,22,2,5
1191,0.68,68.4,0.23,1.06,0.98,0,3.71,4,29,6.8e+07,73000,180,7,0,142800000,1,18,2,6
1191,0.68,68.4,0.23,1.06,0.98,0,3.71,4,35,4500000,15000,192,15,0,7000000,2,791,25,0
1191,0.68,68.4,0.23,1.06,0.98,0,3.71,3,27,550000,3000,180,9,1,976000,3,1545,9,1
2984,0,84.3,0.06,2.74,3.64,0.03,8.92,2,24,2200000,10000,195,3,1,4600000,1,86,5,4
516,0.53,63.3,0,1.05,1.05,0,5.09,4,26,6500000,28000,184,8,1,11500000,1,49,4,2
843,0,73.5,0.11,0.96,0,0,4.47,4,37,1400000,13000,184,72,0,2500000,1,259,3,1
1592,0.11,80.5,0.06,5.2,6.55,0.06,9.44,2,30,2.5e+07,44000,185,2,1,52500000,2,67,2,3
90,0,85.3,0,0,0,0,3,1,40,180000,7000,183,5,0,306000,1,54,3,1
975,0.37,63.5,0.19,1.11,0.37,0,5.56,3,26,3800000,25000,188,13,0,6700000,2,298,3,3
1988,0.05,87.5,0,3.53,4.71,0.05,7.69,2,30,8500000,22000,186,6,1,17900000,2,38,2,4
1170,0,71.7,0,0,0,0.08,5,1,22,2e+06,5000,184,3,1,4400000,1,1365,5,2
2422,0.3,75.6,0.04,3.27,0.71,0.04,10.6,3,26,2900000,21000,184,16,1,5400000,1,74,4,1
906,0,68.6,0,5.84,5.25,0.1,10.1,4,20,5500000,8000,184,8,1,14400000,1,19,6,4
906,0,68.6,0,5.84,5.25,0.1,10.1,2,23,2600000,9000,191,8,1,5200000,1,195,4,4
2740,0.33,78.5,0.13,1.88,0.39,0.03,5.23,4,21,10500000,22000,172,5,1,24400000,1,54,3,1
2529,0.04,86.6,0.07,4.98,2.06,0,10.6,3,26,1.5e+07,24000,185,6,1,32600000,2,38,2,3
2529,0.04,86.6,0.07,4.98,2.06,0,10.6,4,29,2300000,2000,187,13,0,3100000,2,375,67,4
2880,0,81.6,0,0,0,0.13,4.72,1,29,14500000,31000,189,6,1,30500000,2,18,2,3
1611,0.45,63.9,0.11,1.84,0.5,0,4.36,4,19,1700000,5000,182,3,0,4000000,1,70,4,4
2146,0.67,74.6,0,1.26,0.84,0,3.49,4,22,9500000,26000,195,5,1,18100000,1,54,3,2
713,0,72.2,0,3.29,1.39,0,6.84,2,30,2e+06,20000,179,2,0,4000000,2,379,5,2
713,0,72.2,0,3.29,1.39,0,6.84,2,27,2100000,5000,185,13,0,3500000,2,1522,67,1
713,0,72.2,0,3.29,1.39,0,6.84,2,30,825000,2000,186,8,1,1100000,1,935,50,1
2653,0.58,71,0.17,1.25,0.64,0,4.14,4,18,1800000,5000,184,6,1,4800000,2,9,2,1
2209,0.08,76.7,0.04,2.65,6.82,0,10.1,1,25,4e+05,500,181,15,1,620000,2,126,67,1
1397,0,84.4,0,2.97,4.58,0.06,6.26,2,32,1200000,12000,185,7,1,2500000,1,157,2,2
298,0,87.5,0.3,3.03,1.52,0,10.6,3,23,1.5e+07,39000,181,7,1,28500000,1,28,3,3
1653,0.05,90.5,0.16,1.63,0.43,0,5.98,3,30,40500000,115000,175,12,1,74900000,1,12,5,3
2327,0.04,87,0.08,2.7,1.08,0,9.58,3,28,15500000,80000,185,14,0,29500000,1,13,1,3
1144,0,75.3,0,3.54,1.26,0,7.72,2,21,1700000,5000,183,5,1,3200000,1,298,3,4
2544,0.32,90.1,0.14,2.65,0.53,0.04,5.87,3,24,3e+07,41000,184,2,0,59300000,2,1616,5,5
498,0.36,67,0.36,1.27,0.73,0,3.82,4,30,1200000,12000,190,16,1,2200000,1,175,4,1
2504,0.22,87.3,0.14,3.27,0.25,0,7.41,3,23,38500000,65000,175,3,1,76000000,1,1422,5,2
2101,0.26,74.2,0.43,1.76,0.26,0,5.62,3,23,3.5e+07,95000,180,4,1,69100000,1,45,1,4
2310,0,84,0,4.12,1.17,0.04,9.07,3,27,6e+06,17000,177,30,1,12500000,4,2396,5,2
