"Minutes_Played","Goals","Total_Passes_Completed_Perc","Assists","Tackles_Interceptions","Clearances","Errors","Recoveries","Player_Positions","Age","Value_EUR","Wage_EUR","Height_cm","Nationality","Preferred_Foot","Release_Clause_EUR","Continent","Club_Ranking","League_Ranking","Contract_Years_Remained"
1627,0,83.9,0,3.37,0.72,0,7.9,3,24,6e+06,14000,177,7,1,13800000,1,157,2,3
1364,0,72.4,0.2,2.17,0.53,0,6.84,3,22,4200000,14000,176,16,1,8400000,1,195,4,4
886,0.2,70.2,0.1,1.63,0.31,0,5.1,4,34,2700000,31000,178,3,1,5400000,1,379,5,1
2056,0.04,75.8,0.04,3.86,2.24,0.04,7.68,2,28,7e+06,20000,175,139,0,12600000,3,513,3,3
2776,0.1,72.2,0,3.28,2.01,0.03,10.1,2,23,6e+06,31000,170,4,0,12500000,1,142,1,2
845,0.11,88.2,0,2.87,5.32,0,9.36,2,25,1.3e+07,62000,189,4,1,25700000,1,13,1,3
93,0,82.9,0,4,0,0,11,3,28,1900000,17000,179,7,1,4000000,1,258,2,2
1864,0.24,86.5,0.43,2.9,1.01,0,8.07,2,21,3.7e+07,76000,178,4,1,71200000,1,5,1,4
1864,0.24,86.5,0.43,2.9,1.01,0,8.07,2,27,975000,5000,169,4,0,1800000,1,370,18,3
2631,0.21,71.5,0.14,1.78,0.92,0,4.14,4,30,35500000,120000,188,9,1,67500000,3,58,1,3
2883,0,82,0.06,3.56,0.91,0,6.69,3,26,16500000,51000,184,12,1,29300000,1,28,3,4
2757,0,73.7,0.03,4.18,1.34,0,9.8,3,27,4300000,24000,188,16,1,8100000,1,74,4,4
2970,0,81,0,3.82,5.03,0.12,12.5,2,29,6500000,28000,190,16,1,11700000,1,74,4,4
1574,0,78,0,3.71,2.63,0,9.6,2,24,19500000,56000,191,16,1,41000000,1,162,1,3
2948,0.37,67.1,0.12,1.28,0.85,0,4.48,4,22,9500000,21000,187,3,1,20900000,1,132,5,1
2968,0.03,88,0.06,3.52,0.73,0,9.21,3,24,3200000,9000,177,60,0,7000000,4,2565,5,3
3330,0.03,89.5,0.03,2.89,4.73,0.03,9.32,2,24,1.9e+07,26000,187,3,1,41300000,1,40,2,1
2946,1.07,76.6,0.09,0.7,0.24,0,4.53,4,32,119500000,270000,185,27,1,197200000,1,1,4,2
2605,0.38,71.9,0.35,1.56,0.17,0,4.88,4,22,1.6e+07,36000,188,8,1,28400000,1,11,3,3
1181,0.15,78.4,0.15,4.5,0.99,0,7.18,2,23,36500000,49000,173,2,0,77600000,2,9,2,4
1394,0,90.6,0.13,2.97,1.42,0,10.1,3,25,7500000,74000,191,4,1,14400000,1,5,1,3
1589,0.45,73.1,0,0.34,1.19,0,2.77,4,28,93500000,260000,191,1,0,173000000,1,5,1,5
1498,0.66,82.5,0.3,1.39,0.06,0,6.57,4,30,65500000,220000,179,30,0,121200000,4,3,1,2
1592,0.34,73.9,0.28,1.92,0.17,0,7.57,4,28,26500000,68000,181,25,0,45100000,1,25,3,2
2816,0,77.8,0.16,2.27,0.54,0,7.73,3,25,6e+06,26000,178,45,1,10700000,1,298,3,4
877,0.21,75,0,2.47,0.62,0,5.67,3,20,2200000,7000,181,16,1,4400000,1,175,4,2
1808,0.5,68.8,0,0.55,0.85,0,3.53,4,24,21500000,26000,191,7,1,49500000,1,22,2,6
201,0,86.2,0.45,1.36,0,0,5.91,4,18,675000,3000,168,7,1,1800000,1,36,3,1
199,0,81.7,0,3.64,1.36,0,6.36,3,19,2600000,6000,178,7,1,7100000,1,40,2,1
199,0,81.7,0,3.64,1.36,0,6.36,2,27,750000,2000,174,7,1,1200000,1,824,67,1
2661,0.14,82.8,0.07,4.12,1.82,0.03,10.5,3,24,4.6e+07,89000,180,8,1,90900000,1,58,1,3
1785,0.3,66.5,0.15,1.57,0.56,0,4.85,3,24,1.2e+07,27000,183,5,0,22800000,1,198,3,3
1737,0.21,64.8,0.26,3.21,0.83,0,7.67,3,24,6e+06,19000,186,3,0,12500000,1,1365,5,3
2693,0.07,81.6,0.03,4.82,5.92,0,9.1,2,22,3e+06,11000,193,4,1,6000000,1,141,4,2
3420,0,76.6,0,0,0,0.03,4.03,1,33,1e+07,51000,190,8,0,17000000,1,28,3,3
991,0.09,80.5,0.27,6.36,2.91,0,7.36,2,27,40500000,130000,175,8,1,77000000,1,45,1,2
991,0.09,80.5,0.27,6.36,2.91,0,7.36,2,21,1100000,500,186,2,0,3100000,2,272,52,1
573,0,83.5,0,3.28,0.63,0,9.38,3,24,575000,4000,177,3,0,1200000,1,132,5,1
1794,0.15,85.6,0.25,1.71,0.35,0,7.84,3,30,2e+07,23000,182,6,1,36000000,2,110,3,2
1623,0,65.6,0.06,3.44,2.56,0,7.22,2,23,15500000,41000,173,3,0,32600000,1,115,1,4
132,0,73.1,0,6,1.33,0,7.33,2,29,15500000,35000,170,7,1,32600000,1,18,2,3
218,0,58.8,0,0.42,0,0,3.33,4,20,2500000,12000,183,5,1,4800000,1,25,3,4
487,0.19,92.5,0,1.85,0,0,7.78,3,21,1.7e+07,75000,169,7,1,38300000,1,6,2,2
1893,0.1,71.4,0.1,2.9,0.81,0,5.43,4,28,6e+06,21000,181,3,1,12000000,1,2565,5,4
2473,0,86.2,0.04,3.56,2.58,0.04,8.58,2,28,7e+06,38000,182,14,0,11900000,1,130,3,3
2473,0,86.2,0.04,3.56,2.58,0.04,8.58,2,37,160000,500,173,40,0,344000,2,1436,67,0
2473,0,86.2,0.04,3.56,2.58,0.04,8.58,1,34,70000,500,193,33,1,151000,2,780,67,0
90,0,90.6,0,0,0,0,8,1,36,350000,16000,189,3,0,665000,1,2500,5,1
1551,0.23,66.7,0.23,2.73,0.87,0,5.87,3,24,1e+07,23000,183,37,1,18800000,1,281,4,1
1651,0.11,82.2,0.27,2.35,0.71,0,9.02,3,23,3.3e+07,38000,176,8,1,69300000,1,2182,5,2
1284,0.21,77.5,0.21,0.84,0.35,0,5.73,3,29,5500000,46000,184,5,1,9400000,1,64,3,1
2705,0.07,82.4,0,4.68,5.75,0.03,8.64,2,31,9500000,69000,188,32,0,18100000,4,58,1,1
1047,0,74.3,0.17,3.97,1.9,0,5.26,2,21,1.2e+07,44000,178,4,0,25200000,1,23,1,4
1964,0,71.1,0,0,0.05,0.09,4.63,1,27,25500000,24000,191,8,1,55500000,1,38,2,5
1964,0,71.1,0,0,0.05,0.09,4.63,4,29,3e+06,12000,179,2,1,4700000,2,1621,25,4
1964,0,71.1,0,0,0.05,0.09,4.63,2,29,1e+06,7000,191,2,1,1700000,2,1892,21,1
368,0,74.9,0.24,1.95,0.73,0,5.85,3,25,7500000,29000,185,11,0,13300000,1,70,4,3
1861,0.19,74,0.05,2.8,0.92,0,6.81,4,29,4200000,28000,185,7,1,9200000,1,167,2,3
2622,0,82,0.14,3.3,1.2,0,5.53,3,30,13500000,35000,182,5,1,23000000,1,198,3,2
1239,0.22,78,0.14,0.87,0.22,0,4.28,4,22,3900000,24000,180,5,1,7400000,1,64,3,3
967,0,77,0.09,3.36,1.03,0,7.48,3,29,1.4e+07,61000,170,14,0,23800000,1,177,4,2
2128,0.55,82.4,0.21,1.82,0.13,0,4.75,4,26,107500000,290000,170,4,1,206900000,1,3,1,2
3329,0,70.2,0,0,0,0.11,4.49,3,25,6e+06,36000,170,33,1,10700000,2,558,9,3
1412,0,80.3,0,5.86,2.29,0.06,12.5,3,25,2.2e+07,25000,185,22,1,47900000,2,62,2,3
349,0,85.3,0,3.85,1.79,0.26,6.67,3,34,8e+05,16000,182,16,1,1400000,1,152,4,1
2563,0.07,88,0,3.75,4.81,0.04,8.21,2,33,3600000,21000,193,3,0,7200000,1,475,5,1
2563,0.07,88,0,3.75,4.81,0.04,8.21,3,26,5e+06,16000,174,119,1,7400000,6,37,7,1
1438,0.06,83.5,0.06,4.38,2.69,0,11.2,2,30,17500000,51000,185,5,1,29800000,1,25,3,2
809,0.22,62.2,0.22,2,0.78,0,8.89,3,32,1.1e+07,30000,178,7,1,23100000,1,258,2,2
1831,0.05,90,0.05,3.05,4.68,0.05,9.06,2,28,68500000,180000,191,3,1,131900000,1,24,1,4
1984,0.05,70.3,0.14,2.91,0.73,0,6.59,3,22,12500000,20000,179,14,1,25000000,1,141,4,4
1984,0.05,70.3,0.14,2.91,0.73,0,6.59,4,26,850000,500,169,82,1,1900000,2,855,67,0
1984,0.05,70.3,0.14,2.91,0.73,0,6.59,4,31,210000,500,177,82,1,452000,2,273,67,0
2420,0,83.5,0,3.79,3.98,0.04,9,2,27,8500000,24000,183,8,1,18500000,1,233,2,3
495,0,86.8,0,3.27,1.45,0.18,9.09,3,22,4e+06,10000,178,4,1,7600000,1,170,3,2
2880,0,69.1,0,0.03,0.13,0,5.44,1,26,4200000,16000,194,16,1,7900000,1,88,4,2
1050,0.09,86.8,0,5.73,0.43,0,10.7,3,28,2.1e+07,86000,174,2,0,38900000,2,12,5,2
1050,0.09,86.8,0,5.73,0.43,0,10.7,4,28,1200000,550,164,2,1,2600000,2,192,67,0
2523,0.36,61.8,0.18,2.18,1.14,0,6.61,4,24,46500000,1e+05,181,2,1,91800000,2,695,1,3
2010,0.04,81.2,0,4.53,4.39,0.04,9.69,3,20,3400000,8000,169,7,0,7800000,1,38,2,3
2884,0.22,92.5,0.06,3.28,1.69,0,13,3,25,8.1e+07,175000,191,7,1,155900000,1,3,1,3
2884,0.22,92.5,0.06,3.28,1.69,0,13,3,21,3900000,9000,168,7,0,9000000,1,38,2,1
2265,0.24,74.5,0.04,1.79,1.07,0,5.52,3,30,1.7e+07,83000,182,7,0,32300000,1,162,1,3
2265,0.24,74.5,0.04,1.79,1.07,0,5.52,2,28,2800000,1000,176,2,1,6200000,2,84,24,1
1459,0.25,82.9,0.25,2.35,0.31,0,4.51,4,20,38500000,115000,174,2,1,86600000,2,4,2,4
1729,0,82.9,0.05,2.86,2.03,0.1,7.03,2,23,3400000,13000,178,2,0,6500000,2,54,3,2
1729,0,82.9,0.05,2.86,2.03,0.1,7.03,4,30,1200000,6000,176,2,1,2000000,2,1545,9,4
214,0,76.2,0,5.83,7.92,0.42,9.58,2,26,1500000,3000,170,2,1,2400000,2,973,12,0
150,0,65.7,0.59,3.53,2.94,0,5.29,2,26,1e+06,2000,184,7,0,1600000,1,191,67,1
2462,0.04,91.7,0,3.87,0.55,0,8.76,3,21,7e+05,2000,180,52,1,1500000,4,539,5,4
331,0.27,74.5,0,4.32,0.54,0,7.03,3,28,4200000,30000,184,88,1,7100000,1,70,4,2
151,0.59,72.1,0,0.59,0,0,1.76,4,33,5.1e+07,260000,173,6,1,104600000,2,6,2,2
158,0,82.4,0,7.78,1.11,0,8.89,2,22,4400000,12000,175,3,1,9100000,1,2194,5,4
404,0,88.5,0,5.11,2.22,0,13.6,3,22,3600000,24000,180,15,1,7600000,2,179,1,3
944,0.1,90.3,0,3.9,0.67,0.1,10.9,3,24,9500000,36000,185,32,1,16900000,4,64,3,3
1257,0.21,66.4,0.07,1.14,0.64,0,3.07,4,29,4200000,27000,190,17,1,7600000,1,88,4,2
1473,0.12,79.4,0,2.44,0.91,0,8.96,3,29,10500000,54000,183,49,1,20000000,1,115,1,3
469,0.19,64.1,0,4.23,2.88,0,8.46,2,23,3400000,12000,172,33,0,8200000,2,167,2,4
2375,0,82.7,0.04,5.68,1.44,0.04,11.8,3,24,6e+06,28000,168,6,1,10700000,2,285,4,3
540,0,82.4,0,0,0,0,5.5,1,32,1.8e+07,37000,189,7,1,37800000,1,18,2,1
783,0,71.6,0,4.6,1.03,0,9.31,2,20,925000,3000,178,16,1,2200000,1,596,4,1
1099,0.25,76.4,0.08,1.8,0.41,0,3.28,4,29,5500000,25000,185,54,1,11000000,4,475,5,1
510,0,70.3,0,0,0,0,7.89,1,19,1500000,2000,191,3,1,3900000,1,379,5,1
910,0.1,83.3,0.1,2.77,1.09,0,8.12,3,23,1900000,11000,175,167,1,4200000,3,142,1,3
2288,0.12,73.4,0.12,4.61,1.18,0,8.82,2,24,1600000,6000,181,5,0,3000000,1,22,3,4
1758,0.21,63.1,0.31,1.28,0.21,0,7.03,4,26,1900000,18000,180,139,1,3600000,3,74,4,2
2864,0.06,78.8,0,4.09,4.94,0.06,11.9,2,29,3500000,21000,192,16,1,6300000,1,88,4,2
2864,0.06,78.8,0,4.09,4.94,0.06,11.9,4,19,575000,4000,180,4,1,1500000,1,1944,18,3
2168,0.33,75.2,0.25,1.95,0.29,0,6.93,3,25,1.4e+07,59000,172,30,1,27700000,4,33,1,5
565,0.48,83.1,0.16,1.43,1.43,0,4.76,3,23,3e+07,82000,178,12,1,59300000,1,23,1,4
2007,0.04,86.3,0,3.41,4.57,0,9.01,2,22,1.1e+07,40000,191,1,1,20900000,1,177,4,5
2250,0.12,89.1,0.04,2.96,4.8,0.04,8.24,2,21,25500000,27000,193,12,0,53600000,1,2182,5,4
2330,0.31,75.8,0.15,2.2,0.15,0,4.71,3,27,4500000,21000,175,32,1,9000000,4,475,5,3
1260,0,59.6,0,0,0.07,0,6.07,1,31,1200000,13000,187,16,1,2200000,1,596,4,1
3198,0.06,88,0,4.31,1.46,0,11.9,3,32,4.5e+07,2e+05,189,7,1,92300000,1,6,2,2
1027,0,78.2,0,5.79,4.47,0,7.98,2,27,2900000,25000,183,4,1,5800000,1,682,1,2
2083,0.13,60.4,0.09,3.9,1.65,0,7.88,4,24,3400000,30000,175,7,1,7100000,1,142,1,2
125,0,82.4,0,2.86,0.71,0,7.14,4,26,11500000,41000,182,7,0,19600000,1,11,3,2
1333,0.2,72.7,0.2,1.69,0.34,0,5.27,3,22,23500000,27000,172,34,0,54100000,4,18,2,2
2656,0.03,73.8,0,4.27,2.54,0.03,9.12,2,32,9500000,69000,177,47,1,18100000,1,695,1,2
2682,0.03,83.4,0.07,4.8,1.31,0.07,11,3,24,4400000,13000,184,7,1,10600000,1,206,2,2
1324,0,66.8,0.2,4.56,1.77,0,6.12,2,30,2600000,19000,175,3,1,5200000,1,132,5,2
328,0,64.3,0,1.94,1.39,0,5.56,3,24,1.2e+07,37000,174,9,0,22800000,3,558,9,4
328,0,64.3,0,1.94,1.39,0,5.56,4,23,3200000,13000,188,40,1,6400000,2,141,4,4
2919,0.03,78.8,0.03,5.19,2.04,0,8.83,3,30,5500000,63000,183,51,1,10500000,1,162,1,3
3125,0.09,82.6,0.26,2.51,0.92,0.06,5.97,3,27,2e+07,24000,180,7,1,43500000,1,135,2,2
180,0,70.7,0,5.5,3,0,13.5,2,34,1e+06,13000,190,3,1,1800000,1,110,3,1
262,0,75.6,0.34,3.1,0.69,0,7.93,3,19,575000,2000,171,3,1,1500000,1,188,5,1
525,0,71.7,0,3.97,0.17,0,5.69,3,26,1800000,5000,173,60,1,3300000,4,1090,33,2
525,0,71.7,0,3.97,0.17,0,5.69,3,22,1900000,7000,173,57,0,3900000,4,382,5,4
2772,0,56.3,0,0,0.03,0.06,5,1,27,6e+06,14000,188,72,1,13700000,1,206,2,3
579,0,94,0,3.91,5.78,0,6.25,2,20,4800000,25000,184,57,1,10100000,4,1422,5,4
1948,0.28,73.9,0.19,3.19,0.14,0,6.85,3,21,21500000,35000,175,3,1,45200000,1,2285,5,5
2219,0,83,0.04,3.52,1.42,0.04,5.38,2,24,4300000,15000,175,57,0,8900000,4,475,5,2
1436,0.06,88.8,0,2.13,5.69,0.06,9.5,2,29,2e+06,35000,193,47,1,3800000,1,179,1,2
1055,0.26,83.1,0,2.82,0.6,0,8.72,4,28,17500000,64000,178,5,1,29800000,1,28,3,2
1495,0,78,0.18,3.67,2.71,0,8.07,2,23,1500000,5000,184,7,1,3000000,1,22,3,2
3357,0.21,87.7,0.03,2.33,0.4,0.03,6.7,3,26,17500000,32000,185,57,1,36300000,4,121,5,3
3357,0.21,87.7,0.03,2.33,0.4,0.03,6.7,3,18,550000,2000,192,131,1,1300000,4,27,4,1
2185,0.58,79,0.21,3.13,0.08,0,7.28,3,25,64500000,110000,176,16,1,111300000,1,1,4,2
237,0,70.6,0.77,3.85,1.15,0,9.23,4,19,1900000,11000,180,4,1,4800000,1,162,1,2
2439,0.04,79.4,0,4.83,3.76,0.04,8.97,3,30,2e+06,16000,189,16,1,3600000,1,596,4,5
1016,0.8,80.5,0,0.88,0.53,0,4.07,4,25,1.5e+07,46000,187,3,1,29600000,1,2500,5,4
2720,0.03,86.5,0.07,2.65,5.33,0.1,5.6,2,29,7e+06,18000,185,7,1,15200000,1,135,2,3
2720,0.03,86.5,0.07,2.65,5.33,0.1,5.6,3,20,3100000,8000,171,7,0,5300000,1,181,10,4
2720,0.03,86.5,0.07,2.65,5.33,0.1,5.6,3,25,1600000,1000,172,15,0,2300000,2,169,67,2
2720,0.03,86.5,0.07,2.65,5.33,0.1,5.6,2,18,375000,500,187,40,1,1200000,2,1701,67,4
1288,0,73.4,0,6.71,1.82,0,9.79,2,23,6e+06,12000,183,14,1,10200000,1,82,20,3
3240,0,57.3,0,0,0.03,0.03,5.17,1,28,1.2e+07,24000,192,7,1,26100000,1,258,2,2
266,0,82.8,0,8,4.67,0.33,15.7,2,32,2e+06,20000,190,23,1,3400000,1,49,4,1
328,0.28,76.3,0.28,3.61,0.28,0,4.17,3,23,6500000,19000,177,34,1,13500000,4,1365,5,2
90,0,64.5,0,0,0,0,7,1,27,3e+06,15000,196,48,1,5600000,1,195,4,2
927,0.1,73.5,0,3.98,0.49,0,5.73,3,26,2400000,12000,180,28,0,5000000,4,539,5,2
802,0,88.3,0,3.93,4.38,0,6.29,2,32,23500000,54000,190,11,1,40000000,1,11,3,1
1471,0.06,75,0.12,3.07,1.72,0,7.67,2,28,1.9e+07,34000,175,23,1,32300000,1,113,4,3
1686,0.05,93.1,0,3.64,0.64,0,8.77,3,26,13500000,56000,170,38,1,24000000,1,10,3,3
308,0.29,61.3,0,2.65,0.29,0,4.41,4,34,1100000,38000,178,47,1,2100000,1,115,1,1
308,0.29,61.3,0,2.65,0.29,0,4.41,2,26,925000,3000,179,4,1,1700000,1,1162,67,3
308,0.29,61.3,0,2.65,0.29,0,4.41,2,26,525000,2000,178,47,1,958000,1,1869,67,1
308,0.29,61.3,0,2.65,0.29,0,4.41,2,31,180000,3000,180,71,1,279000,5,223,25,0
308,0.29,61.3,0,2.65,0.29,0,4.41,1,18,325000,500,183,4,1,772000,1,682,67,2
1464,0.06,81,0.06,4.36,1.35,0,9.57,3,23,4700000,23000,180,4,1,9900000,1,96,1,1
269,0,68.8,0,5.67,2.67,0,7.67,2,20,525000,2000,183,3,0,1200000,1,382,5,2
810,0,80.6,0,0,0,0,4.33,1,36,2900000,24000,185,3,1,5500000,1,1616,5,3
2819,0.51,75.1,0.06,1.53,0.32,0,5.62,4,29,1.01e+08,270000,175,21,1,186900000,4,431,1,2
905,0.59,67.5,0,1.09,0.2,0,5.64,4,18,2400000,4000,183,3,1,5300000,1,1365,5,2
1746,0,72.2,0.1,3.56,1.19,0,6.65,2,26,6e+06,44000,180,4,0,11900000,1,179,1,3
2299,0.31,78.8,0.12,1.92,0.27,0,4.35,3,23,11500000,22000,182,4,1,23900000,1,188,5,3
2387,0.04,85,0.04,4.38,2.45,0,10.8,3,24,27500000,90000,193,49,1,52900000,1,24,1,4
338,0.79,66.9,0.26,3.16,0,0,7.63,4,30,1600000,11000,179,16,0,2600000,1,437,30,2
2367,0.27,67.6,0.11,1.75,0.87,0,5.17,4,25,1.5e+07,25000,181,7,1,32600000,1,62,2,3
2312,0.35,62.2,0.08,1.28,0.51,0,4.79,4,26,5500000,19000,190,86,1,11400000,4,2396,5,3
1509,0,84.7,0.06,4.7,1.25,0.06,9.05,3,24,1700000,9000,176,65,0,3500000,4,132,5,3
658,0.14,78.5,0,3.29,5.62,0,9.86,2,29,2500000,21000,184,16,1,5300000,1,233,2,2
892,0.2,81.2,0,4.34,1.11,0,7.68,3,29,20500000,19000,181,8,1,41000000,1,14,6,4
2970,0,69.9,0,0,0.06,0.03,6.03,1,28,1.2e+07,22000,185,16,1,22500000,1,195,4,1
2341,0.38,56.6,0.04,0.65,0.77,0,2.96,4,30,1400000,12000,192,16,1,2500000,1,152,4,2
2199,0.08,81.2,0,4.59,3.52,0,9.34,2,24,7e+06,24000,189,23,1,12400000,1,70,4,3
801,0.22,94.4,0,2.7,3.15,0,8.88,2,35,2.4e+07,115000,184,7,1,44400000,1,12,5,2
1462,0.19,72.8,0,1.05,0.12,0,5.49,2,22,1300000,950,178,20,1,2000000,2,674,53,0
1462,0.19,72.8,0,1.05,0.12,0,5.49,3,20,1200000,2000,180,6,1,2500000,2,1078,67,2
1462,0.19,72.8,0,1.05,0.12,0,5.49,4,19,350000,500,175,13,0,989000,2,2420,67,2
1530,0.06,89,0.06,5.29,0.94,0,8.76,3,19,2600000,8000,178,5,1,6300000,1,1811,3,3
1260,0,68.5,0,0,0.07,0.07,4.14,1,27,9500000,49000,196,7,1,18300000,1,12,5,3
400,0.45,89.9,0.23,2.73,0.91,0,8.64,2,29,22500000,140000,178,7,1,46100000,1,6,2,1
759,0.12,81.1,0,3.57,1.07,0.12,13.1,3,30,9e+06,26000,179,16,1,15300000,1,49,4,3
1497,0.12,78.9,0,2.89,5.72,0,11.1,2,31,1300000,25000,193,5,1,2300000,1,1811,3,1
1440,0,71.4,0,0,0,0,5.19,4,32,6e+06,17000,177,6,1,9000000,2,273,67,2
790,0.11,66.7,0.11,1.14,1.25,0,4.55,4,31,9e+06,77000,186,40,1,17100000,2,695,1,2
773,0.35,74.3,0.12,4.19,2.33,0.12,9.53,3,31,6e+06,32000,180,16,1,10200000,1,70,4,2
348,0,63.6,0,5.13,2.05,0,5.64,2,28,1700000,11000,176,5,1,3100000,1,259,3,4
1673,0,81.5,0,4.62,4.41,0.11,9.19,4,26,2200000,6000,180,2,0,3500000,2,439,12,0
1673,0,81.5,0,4.62,4.41,0.11,9.19,4,21,1700000,6000,180,2,1,3200000,2,174,67,3
754,0.12,82.3,0,3.57,0.24,0,8.69,3,25,27500000,95000,168,5,1,48800000,1,2247,3,3
2218,0.12,72.5,0,4.51,0.45,0,6.95,3,24,11500000,35000,184,16,1,20400000,1,285,4,5
1507,0.3,80.8,0.18,2.4,0.84,0,10.4,3,37,1100000,16000,178,7,1,2400000,1,1220,2,1
3330,0,64.9,0,0,0,0.03,3.84,1,34,5e+06,20000,192,5,1,9000000,1,259,3,1
176,0,73.2,0,9,3,0,11.5,3,21,7e+05,2000,181,60,1,1200000,4,996,10,1
176,0,73.2,0,9,3,0,11.5,2,22,475000,3000,186,3,1,1000000,1,1639,5,2
989,0.18,83.6,0.09,5.09,3.73,0,10.4,2,18,3e+06,4000,185,76,1,6600000,4,379,5,5
989,0.18,83.6,0.09,5.09,3.73,0,10.4,4,24,1200000,2000,182,12,1,2200000,1,373,67,2
933,0,84.5,0,2.6,5.96,0,9.13,2,30,1500000,23000,189,43,1,2700000,1,549,3,2
1766,0,63.8,0,3.83,1.68,0,10.4,3,28,2300000,13000,181,5,1,4100000,1,259,3,1
950,0,77.6,0.09,2.64,0.94,0,7.26,3,26,3600000,19000,179,21,0,7500000,4,475,5,2
112,2.5,55.8,0,5,2.5,0,10.8,4,22,1800000,13000,193,16,0,3400000,1,21,4,3
2600,0.17,81.6,0.07,3.7,0.66,0.03,9.1,3,21,22500000,25000,181,5,1,42800000,1,11,3,5
540,0,84.7,0,0,0,0,4.5,1,32,2800000,41000,192,16,1,4600000,1,1,4,1
90,0,84,0,3,2,0,10,2,27,19500000,125000,182,3,0,40000000,1,6,2,2
1193,0,67.6,0,6.17,2.48,0.08,11.2,3,23,2400000,12000,175,48,1,4500000,1,195,4,3
829,0.54,68.7,0,1.52,0.11,0,6.74,4,28,6e+06,42000,174,5,0,10200000,1,130,3,2
302,0,89.9,0,5,3.24,0,5.88,2,21,3900000,13000,188,27,1,7400000,1,298,3,3
2920,0.12,71.8,0.15,3.7,1.76,0.09,7.9,2,28,5e+06,22000,183,14,1,9000000,1,88,4,3
129,0,77.3,0,2.14,3.57,0,10.7,4,30,7500000,43000,186,5,0,12800000,1,130,3,2
596,0.45,76.4,0.3,0.91,0.3,0,6.21,4,30,3e+06,22000,179,16,1,5400000,1,152,4,3
2410,0,93.1,0,3.21,3.51,0.04,9.59,2,29,4.5e+07,145000,189,12,1,76500000,1,2247,3,2
2312,0.08,84,0,5.14,1.75,0,13.8,3,23,6e+06,19000,180,16,1,12000000,1,88,4,2
1971,0.05,74.9,0,2.88,1.96,0,7.26,2,27,3200000,20000,178,7,1,7000000,1,233,2,3
384,0,76.3,0.23,1.4,0,0,3.72,4,27,32500000,42000,176,7,0,68300000,1,22,2,4
3084,0.5,72,0.12,1.43,0.9,0,3.67,4,23,31500000,49000,196,4,1,59900000,1,28,3,5
1425,0,71.4,0.06,3.61,2.85,0,10.2,3,22,4e+06,14000,174,20,1,9600000,2,167,2,4
2853,0.06,74.4,0.38,3.79,1.36,0.03,10.1,2,22,1.14e+08,150000,180,4,1,219500000,1,431,1,4
1658,0.05,80.3,0,3.48,1.25,0,10.1,3,30,2500000,13000,180,16,1,4500000,1,110,3,1
1608,0.17,69.6,0.22,1.84,0.56,0,5.81,3,26,3300000,20000,173,24,1,5900000,5,152,4,3
2395,0.04,76.7,0.04,3.42,2.14,0.04,8.31,2,26,2500000,13000,180,5,0,4400000,1,170,3,4
2174,0.62,69,0.04,0.95,0.95,0,4.5,4,23,6500000,25000,183,34,1,12200000,4,74,4,3
441,0,82.5,0,3.88,0.61,0,6.53,3,23,11500000,28000,177,4,1,25300000,1,682,1,1
2127,0.04,82.7,0,4.41,2.75,0.08,7.67,2,25,21500000,84000,180,1,1,42500000,1,45,1,4
1449,0.19,91.8,0.06,4.41,4.04,0.06,10,2,21,5500000,43000,191,4,1,11300000,1,5,1,2
1616,0,73.6,0.11,3.39,1.06,0.06,7.44,3,31,3500000,43000,175,4,1,6700000,1,319,1,1
1414,0,69.4,0.06,5.35,1.85,0,8.79,2,22,6500000,22000,176,8,1,15000000,1,67,2,3
1079,0,76.2,0.08,2.75,0.67,0,5.75,3,20,3500000,11000,175,3,0,7000000,1,175,4,2
3240,0,82.2,0,0,0.03,0.03,3.69,1,29,85500000,250000,199,1,0,181700000,1,4,2,5
234,0.38,75.9,0,4.62,2.69,0,7.69,3,23,8e+06,55000,180,4,1,15800000,1,695,1,2
234,0.38,75.9,0,4.62,2.69,0,7.69,2,29,4e+05,2000,185,4,1,700000,1,2165,67,1
2316,0.04,74.4,0.08,3.81,1.13,0,5.68,2,29,6500000,19000,180,3,0,13000000,1,2194,5,1
1549,0.12,78.9,0.06,3.72,2.03,0.06,10.1,3,29,2.2e+07,34000,182,11,0,46200000,1,22,2,4
1077,0.17,75.2,0.33,3.25,0.25,0,7.83,3,30,2200000,14000,174,3,0,4400000,1,2565,5,2
2329,0.04,87.8,0.04,3.75,3.44,0,8.53,2,21,9e+06,19000,190,8,1,18900000,1,2182,5,3
2235,0.04,78.6,0,3.06,1.41,0,6.69,2,26,8500000,23000,177,1,1,17600000,1,1639,5,2
167,0,84.9,0,1.58,4.21,0,6.32,2,30,825000,6000,184,97,0,1700000,4,382,5,1
145,0,78.3,0,5,1.25,0.63,8.13,2,23,6e+06,28000,185,12,1,11400000,1,27,4,3
1148,0.16,67.9,0.16,1.64,0.94,0,4.06,4,31,1300000,14000,183,2,1,2700000,2,62,2,1
1337,0.27,75.9,0.07,2.95,0.67,0,7.38,3,28,30500000,75000,175,1,1,51900000,1,21,4,3
2115,0.38,61.8,0.09,0.43,1.11,0.04,3.49,4,26,5500000,20000,192,3,1,10300000,1,513,3,3
2711,0.17,81.2,0.17,3.89,1.13,0.07,7.44,2,23,62500000,51000,184,3,0,118800000,1,11,3,3
1170,0,80.6,0,0,0.08,0,4.54,1,28,6500000,21000,192,16,0,12200000,1,88,4,2
